fiscal_year,fund,function,department,division,account_type,category,original_budget,revised_budget,ytd_actual
2016,ON-STREET PARKING FUND,PARKING,PARKING,ON-STREET PARKING EXPENSES,EXPENSE,OPERATIONS,97743.0,107669.0,83333.81
2016,TRANSIT FUND,TRANSIT,TRANSIT,TRANSIT FIXED ROUTE,EXPENSE,NON-DEPARTMENTAL,314126.0,314126.0,260776.64
2016,TRANSIT FUND,TRANSIT,TRANSIT,TRANSIT TARHEEL EXPRESS,EXPENSE,PERSONNEL,234235.0,234735.0,185877.17
2016,TRANSIT FUND,TRANSIT,TRANSIT,TRANSIT DEMAND RESPONSE,EXPENSE,CAPITAL,0.0,0.0,0.0
2016,TRANSIT FUND,TRANSIT,TRANSIT,TRANSIT ADVERTISING,EXPENSE,PERSONNEL,76617.0,76317.0,74706.59
2016,TRANSIT FUND,TRANSIT,TRANSIT,,EXPENSE,OPERATIONS,0.0,516402.0,332652.85
2016,VEHICLE MAINTENANCE FUND,INTERNAL SERVICES,PUBLIC WORKS,PW VEHICLE MAINTENANCE,EXPENSE,CAPITAL,0.0,48811.0,0.0
2016,OFF-STREET PARKING FUND,PARKING,PARKING,ROSEMARY GARAGE (WALLACE DECK),EXPENSE,OPERATIONS,144535.0,141954.0,90285.99
2016,OFF-STREET PARKING FUND,PARKING,PARKING,PARKING - OFF STREET,REVENUE,CHARGES FOR SERVICES,1916770.0,1916770.0,1889078.08
2016,OFF-STREET PARKING FUND,PARKING,PARKING,PARKING - OFF STREET,REVENUE,LICENSES & PERMITS,14000.0,14000.0,26752.0
2016,ON-STREET PARKING FUND,PARKING,PARKING,ON-STREET PARKING EXPENSES,EXPENSE,PERSONNEL,374775.0,362262.0,345870.42
2016,OFF-STREET PARKING FUND,PARKING,PARKING,140 WEST PARKING GARAGE,EXPENSE,OPERATIONS,77968.0,66850.0,56011.44
2016,OFF-STREET PARKING FUND,PARKING,PARKING,PARKING LOTS,EXPENSE,INDIRECT COSTS,20244.0,20244.0,20518.0
2016,COMPUTER REPLACEMENT FUND,INTERNAL SERVICES,TECHNOLOGY SOLUTIONS,,REVENUE,CHARGES FOR SERVICES,176000.0,176000.0,176000.0
2016,COMPUTER REPLACEMENT FUND,INTERNAL SERVICES,TECHNOLOGY SOLUTIONS,,EXPENSE,OPERATIONS,176000.0,176000.0,173412.82
2016,VEHICLE REPLACEMENT FUND,INTERNAL SERVICES,PUBLIC WORKS,,REVENUE,INTEREST ON INVEST,2000.0,2000.0,4763.15
2016,PUBLIC HOUSING OPERATIONS FUND,PUBLIC HOUSING,PUBLIC HOUSING,HOUSING ADMIN,EXPENSE,NON-DEPARTMENTAL,41000.0,46184.0,40182.84
2016,PUBLIC HOUSING OPERATIONS FUND,PUBLIC HOUSING,PUBLIC HOUSING,HOUSING MAINTENANCE,EXPENSE,PERSONNEL,661676.0,626771.0,567804.93
2016,STORMWATER MANAGEMENT FUND,STORMWATER,STORMWATER,S ELLIOTT RD CULVERT REPLACEMT,EXPENSE,CAPITAL,0.0,819976.0,0.0
2016,STORMWATER MANAGEMENT FUND,STORMWATER,STORMWATER,STORMWATER ADMIN,EXPENSE,INDIRECT COSTS,67734.0,67734.0,54095.0
2016,TRANSIT FUND,TRANSIT,TRANSIT,TRANSIT VEHICLE MAINTENANCE,EXPENSE,CAPITAL,0.0,36351.0,0.0
2016,STORMWATER MANAGEMENT FUND,STORMWATER,STORMWATER,,REVENUE,CHARGES FOR SERVICES,2214257.0,2214257.0,2181361.29
2016,TRANSIT FUND,TRANSIT,TRANSIT,,REVENUE,INTERGOV'T - FEDERAL,1944719.0,2268900.0,267083.52
2016,TRANSIT FUND,TRANSIT,TRANSIT,,REVENUE,INTERGOV'T - STATE,2062996.0,2996767.0,2996737.0
2016,PUBLIC HOUSING OPERATIONS FUND,PUBLIC HOUSING,PUBLIC HOUSING,HOUSING MAINTENANCE,EXPENSE,OPERATIONS,678450.0,849938.0,725885.93
2016,PUBLIC HOUSING OPERATIONS FUND,PUBLIC HOUSING,PUBLIC HOUSING,,REVENUE,INTEREST ON INVEST,1950.0,1950.0,1463.72
2017,GENERAL FUND,GENERAL GOVERNMENT,COMM & PUBLIC AFFAIRS,,EXPENSE,PERSONNEL,620691.0,606927.0,584586.74
2017,GENERAL FUND,GENERAL GOVERNMENT,MANAGER,,EXPENSE,OPERATIONS,249203.0,344398.0,212196.75
2017,GENERAL FUND,GENERAL GOVERNMENT,MANAGER,,EXPENSE,PERSONNEL,1328255.0,1309201.0,1159103.96
2017,GENERAL FUND,GENERAL GOVERNMENT,MAYOR,,EXPENSE,PERSONNEL,81570.0,84878.0,81711.06
2017,GENERAL FUND,,,,REVENUE,INTERGOV'T - LOCAL,651899.0,671399.0,661399.0
2017,GENERAL FUND,,,,REVENUE,INTEREST ON INVEST,25000.0,25000.0,39099.1
2017,GENERAL FUND,,,,REVENUE,OTHER REVENUES,332035.0,391488.0,515367.29
2017,GENERAL FUND,,,,REVENUE,PROPERTY TAXES,29535000.0,29535000.0,29273287.76
2017,GENERAL FUND,LEISURE,PARKS & RECREATION,P&R COMMUNITY CENTER,EXPENSE,OPERATIONS,91307.0,104774.0,94390.76
2017,GENERAL FUND,LEISURE,PARKS & RECREATION,P&R ATHLETICS,EXPENSE,OPERATIONS,370407.0,332616.0,295993.37
2017,GENERAL FUND,PUBLIC SAFETY,FIRE,FIRE EMERGENCY OPERATIONS,EXPENSE,CAPITAL,10500.0,10500.0,7968.0
2017,GENERAL FUND,PUBLIC SAFETY,FIRE,FIRE ADMIN,EXPENSE,PERSONNEL,451001.0,448822.0,453052.14
2017,AFFORD HSG DEVELOP RESERVE,ENVIRONMENT & DEVELOPMENT,HOUSING & COMMUNITY,,REVENUE,OTHER SOURCES FUNDS,0.0,1645185.0,1645185.0
2017,DOWNTOWN SERVICE DISTRICT,ENVIRONMENT & DEVELOPMENT,MANAGER,,REVENUE,OTHER SOURCES FUNDS,30740.0,30740.0,0.0
2017,GRANTS FUND,PUBLIC SAFETY,POLICE,,REVENUE,INTERGOV'T - FEDERAL,0.0,26548.0,5719.05
2017,GRANTS FUND,PUBLIC SAFETY,POLICE,,EXPENSE,OPERATIONS,0.0,216761.0,83080.5
2017,DEBT SERVICE FUND,DEBT SERVICE,,,EXPENSE,INTEREST/FISCAL CHGS,2025240.0,2025240.0,2027020.22
2017,DEBT SERVICE FUND,DEBT SERVICE,,,REVENUE,INTERGOV'T - FEDERAL,169200.0,169200.0,170005.09
2017,ON-STREET PARKING FUND,PARKING,PARKING,PARKING - ON STREET,REVENUE,OTHER SOURCES FUNDS,0.0,407595.0,0.0
2017,TRANSIT FUND,TRANSIT,TRANSIT,TRANSIT NON-DEPARTMENTAL,EXPENSE,OTHER USES OF FUNDS,967000.0,967000.0,967000.0
2017,TRANSIT FUND,TRANSIT,TRANSIT,TRANSIT DEMAND RESPONSE,EXPENSE,INDIRECT COSTS,136554.0,136554.0,132717.0
2017,TRANSIT FUND,TRANSIT,TRANSIT,TRANSIT BUILDING MAINTENANCE,EXPENSE,PERSONNEL,8186.0,8186.0,11891.38
2017,TRANSIT FUND,TRANSIT,TRANSIT,TRANSIT NON-DEPARTMENTAL,EXPENSE,PERSONNEL,0.0,16867.0,0.0
2017,TRANSIT FUND,TRANSIT,TRANSIT,TRANSIT FIXED ROUTE,EXPENSE,INDIRECT COSTS,741008.0,741008.0,658214.0
2017,TRANSIT FUND,TRANSIT,TRANSIT,TRANSIT ADVERTISING,EXPENSE,INDIRECT COSTS,7715.0,7715.0,0.0
2017,TRANSIT FUND,TRANSIT,TRANSIT,TRANSIT DEMAND RESPONSE,EXPENSE,CAPITAL,0.0,37893.0,0.0
2017,TRANSIT FUND,TRANSIT,TRANSIT,TRANSIT FIXED ROUTE,EXPENSE,PERSONNEL,7294575.0,7276423.0,7360528.12
2017,TRANSIT FUND,TRANSIT,TRANSIT,,REVENUE,CHARGES FOR SERVICES,7978700.0,7978700.0,7997605.95
2017,PUBLIC HOUSING OPERATIONS FUND,PUBLIC HOUSING,PUBLIC HOUSING,HOUSING MAINTENANCE,EXPENSE,CAPITAL,34834.0,52299.0,44744.95
2017,PUBLIC HOUSING OPERATIONS FUND,PUBLIC HOUSING,PUBLIC HOUSING,HOUSING ADMIN,EXPENSE,OPERATIONS,458355.0,467755.0,127658.75
2017,STORMWATER MANAGEMENT FUND,STORMWATER,STORMWATER,STORMWATER DRAINAGE,EXPENSE,NON-DEPARTMENTAL,4300.0,4300.0,3328.32
2017,STORMWATER MANAGEMENT FUND,STORMWATER,STORMWATER,STORMWATER ADMIN,EXPENSE,INDIRECT COSTS,70388.0,70388.0,65590.0
2017,PUBLIC HOUSING OPERATIONS FUND,PUBLIC HOUSING,PUBLIC HOUSING,,REVENUE,INTEREST ON INVEST,1950.0,1950.0,1375.52
2017,STORMWATER MANAGEMENT FUND,STORMWATER,STORMWATER,,REVENUE,INTERGOV'T - LOCAL,8000.0,8000.0,0.0
2017,LIBRARY GIFT FUND,LEISURE,LIBRARY,,REVENUE,INTERGOV'T - FEDERAL,96997.0,96997.0,93611.43
2017,LIBRARY GIFT FUND,LEISURE,LIBRARY,,REVENUE,INTEREST ON INVEST,0.0,0.0,290.96
2017,VEHICLE MAINTENANCE FUND,INTERNAL SERVICES,PUBLIC WORKS,PW VEHICLE MAINTENANCE,REVENUE,CHARGES FOR SERVICES,1407300.0,1407300.0,1431824.18
2017,OFF-STREET PARKING FUND,PARKING,PARKING,PARKING LOTS,EXPENSE,NON-DEPARTMENTAL,250.0,250.0,-118.19
2017,VEHICLE REPLACEMENT FUND,INTERNAL SERVICES,PUBLIC WORKS,,REVENUE,OTHER REVENUES,50000.0,50000.0,115820.97
2017,VEHICLE REPLACEMENT FUND,INTERNAL SERVICES,PUBLIC WORKS,,EXPENSE,CAPITAL,1371800.0,1740779.0,1475193.04
2017,TRANSIT CAPITAL RESERVE FUND,TRANSIT,TRANSIT,,REVENUE,OTHER SOURCES FUNDS,1073807.0,1073807.0,967000.0
2017,TRANSIT CAPITAL RESERVE FUND,TRANSIT,TRANSIT,,REVENUE,INTEREST ON INVEST,0.0,0.0,2805.68
2017,CAPITAL IMPROVEMENTS FUND,CAPITAL,,,EXPENSE,OTHER USES OF FUNDS,0.0,965000.0,247849.75
2017,CAPITAL IMPROVEMENTS FUND,CAPITAL,,,REVENUE,OTHER SOURCES FUNDS,803674.0,3745897.0,1278000.0
2017,DEBT SERVICE FUND,DEBT SERVICE,,,REVENUE,OTHER SOURCES FUNDS,908832.0,908832.0,908831.26
2017,CAPITAL IMPROVEMENTS FUND,CAPITAL,,,REVENUE,OTHER REVENUES,0.0,141709.0,141708.97
2017,GENERAL FUND,ENVIRONMENT & DEVELOPMENT,PUBLIC WORKS,PW BUILDING MAINTENANCE,EXPENSE,PERSONNEL,758283.0,701373.0,680300.53
2017,GENERAL FUND,ENVIRONMENT & DEVELOPMENT,PUBLIC WORKS,PW CONSTRUCTION,EXPENSE,PERSONNEL,427140.0,432254.0,423315.18
2017,GENERAL FUND,PUBLIC SAFETY,POLICE,POLICE SPECIAL EVENTS,EXPENSE,OPERATIONS,149400.0,268005.0,251046.82
2017,GENERAL FUND,ENVIRONMENT & DEVELOPMENT,POLICE,INSPECTIONS,EXPENSE,PERSONNEL,1444751.0,1332713.0,1178182.81
2017,GENERAL FUND,PUBLIC SAFETY,POLICE,POLICE PATROL,EXPENSE,OPERATIONS,920377.0,951285.0,884083.54
2017,GENERAL FUND,GENERAL GOVERNMENT,HUMAN RESOURCE DEVELOPMENT,,EXPENSE,OPERATIONS,747755.0,1122206.0,934713.39
2017,GENERAL FUND,GENERAL GOVERNMENT,TECHNOLOGY SOLUTIONS,,EXPENSE,OPERATIONS,445523.0,482902.0,351396.53
2017,GENERAL FUND,GENERAL GOVERNMENT,BUSINESS MANAGEMENT,,EXPENSE,PERSONNEL,1535483.0,1519615.0,1471011.34
2017,GENERAL FUND,GENERAL GOVERNMENT,TECHNOLOGY SOLUTIONS,,EXPENSE,CAPITAL,53619.0,130369.0,96121.4
2017,GENERAL FUND,GENERAL GOVERNMENT,NON-DEPARTMENTAL,,EXPENSE,PERSONNEL,153000.0,153000.0,1264105.05
2017,OFF-STREET PARKING FUND,PARKING,PARKING,PARKING OFF-ST NONDEPARTMENTAL,EXPENSE,NON-DEPARTMENTAL,13413.0,13413.0,12960.73
2017,OFF-STREET PARKING FUND,PARKING,PARKING,PARKING OFF-ST NONDEPARTMENTAL,EXPENSE,PERSONNEL,16667.0,20421.0,14469.63
2017,ON-STREET PARKING FUND,PARKING,PARKING,ON-STREET PARKING EXPENSES,EXPENSE,INDIRECT COSTS,37944.0,37944.0,36274.0
2017,ON-STREET PARKING FUND,PARKING,PARKING,PARKING - ON STREET,REVENUE,CHARGES FOR SERVICES,415000.0,415000.0,376477.64
2017,OFF-STREET PARKING FUND,PARKING,PARKING,PARKING - OFF STREET,REVENUE,LICENSES & PERMITS,26250.0,26250.0,30055.0
2017,OFF-STREET PARKING FUND,PARKING,PARKING,PARKING - OFF STREET,REVENUE,INTEREST ON INVEST,1500.0,1500.0,1602.53
2017,ON-STREET PARKING FUND,PARKING,PARKING,PARKING - ON STREET,REVENUE,LICENSES & PERMITS,266500.0,266500.0,245204.89
2017,ON-STREET PARKING FUND,PARKING,PARKING,PARKING METERS,EXPENSE,INDIRECT COSTS,4899.0,4899.0,5077.0
2017,OFF-STREET PARKING FUND,PARKING,PARKING,PARKING LOTS,EXPENSE,INDIRECT COSTS,20939.0,20939.0,16177.0
2017,OFF-STREET PARKING FUND,PARKING,PARKING,PARKING LOTS,EXPENSE,CAPITAL,0.0,184124.0,14886.99
2019,VEHICLE MAINTENANCE FUND,INTERNAL SERVICES,PUBLIC WORKS,PW VEHICLE MAINTENANCE,REVENUE,CHARGES FOR SERVICES,1420300.0,1420300.0,452704.86
2019,OFF-STREET PARKING FUND,PARKING,PARKING,PARKING OFF-ST NONDEPARTMENTAL,EXPENSE,OTHER USES OF FUNDS,914631.0,914631.0,0.0
2019,OFF-STREET PARKING FUND,PARKING,PARKING,ROSEMARY GARAGE (WALLACE DECK),EXPENSE,OPERATIONS,140248.0,144424.0,15135.41
2019,OFF-STREET PARKING FUND,PARKING,PARKING,PARKING LOTS,EXPENSE,INDIRECT COSTS,14063.0,14063.0,0.0
2019,OFF-STREET PARKING FUND,PARKING,PARKING,PARKING LOTS,EXPENSE,OPERATIONS,316660.0,355292.0,297109.79
2019,VEHICLE REPLACEMENT FUND,INTERNAL SERVICES,PUBLIC WORKS,,REVENUE,CHARGES FOR SERVICES,387129.0,387129.0,96782.25
2019,VEHICLE REPLACEMENT FUND,INTERNAL SERVICES,PUBLIC WORKS,,REVENUE,INTEREST ON INVEST,3500.0,3500.0,1587.79
2019,VEHICLE REPLACEMENT FUND,INTERNAL SERVICES,PUBLIC WORKS,,EXPENSE,OPERATIONS,406630.0,406630.0,172217.8
2019,CAPITAL IMPROVEMENTS FUND,CAPITAL,PARKS & RECREATION,,EXPENSE,OPERATIONS,100000.0,187021.0,13607.34
2019,CAPITAL RESERVE FUND,CAPITAL,,,REVENUE,INTEREST ON INVEST,0.0,0.0,255.35
2019,GENERAL FUND,LEISURE,PARKS & RECREATION,P&R MAINTENANCE,EXPENSE,OPERATIONS,633034.0,633034.0,210371.96
2019,GENERAL FUND,LEISURE,LIBRARY,COMMUNITY CULTURAL ARTS,EXPENSE,OPERATIONS,43189.0,59189.0,17814.75
2019,GENERAL FUND,LEISURE,LIBRARY,COMMUNITY CULTURAL ARTS,EXPENSE,PERSONNEL,200012.0,200012.0,84835.74
2019,GENERAL FUND,LEISURE,LIBRARY,SPECIAL EVENTS,EXPENSE,PERSONNEL,0.0,175309.0,28106.65
2019,GRANTS FUND,ENVIRONMENT & DEVELOPMENT,PLANNING & SUSTAINABILITY,,REVENUE,INTERGOV'T - LOCAL,9475.0,9475.0,0.0
2019,TRANSIT CAPITAL RESERVE FUND,TRANSIT,TRANSIT,,EXPENSE,OTHER USES OF FUNDS,255890.0,595221.0,0.0
2019,GRANTS FUND,PUBLIC SAFETY,POLICE,,REVENUE,INTERGOV'T - FEDERAL,0.0,25418.0,618.43
2019,GRANTS FUND,PUBLIC SAFETY,POLICE,,EXPENSE,PERSONNEL,0.0,17498.0,3504.24
2019,DEBT SERVICE FUND,DEBT SERVICE,,,REVENUE,OTHER SOURCES FUNDS,1359731.0,1359731.0,0.0
2019,DEBT SERVICE FUND,DEBT SERVICE,,,REVENUE,PROPERTY TAXES,6733000.0,6733000.0,1249497.62
2019,PUBLIC HOUSING OPERATIONS FUND,PUBLIC HOUSING,PUBLIC HOUSING,HOUSING MAINTENANCE,EXPENSE,NON-DEPARTMENTAL,58000.0,58000.0,27054.4
2019,STORMWATER MANAGEMENT FUND,STORMWATER,STORMWATER,STORMWATER ADMIN,EXPENSE,NON-DEPARTMENTAL,2000.0,2000.0,4800.81
2019,STORMWATER MANAGEMENT FUND,STORMWATER,STORMWATER,STORMWATER DRAINAGE,EXPENSE,OPERATIONS,231001.0,265536.0,72352.78
2019,STORMWATER MANAGEMENT FUND,STORMWATER,STORMWATER,STORMWATER DRAINAGE,EXPENSE,PERSONNEL,581292.0,581292.0,229613.05
2019,STORMWATER MANAGEMENT FUND,STORMWATER,STORMWATER,STORMWATER ADMIN,EXPENSE,PERSONNEL,785733.0,785733.0,269911.57
2019,TRANSIT FUND,TRANSIT,TRANSIT,TRANSIT VEHICLE MAINTENANCE,EXPENSE,OPERATIONS,2003641.0,2156311.0,437556.66
2019,TRANSIT FUND,TRANSIT,TRANSIT,TRANSIT NON-DEPARTMENTAL,EXPENSE,CAPITAL,0.0,0.0,-34936.59
2019,STORMWATER MANAGEMENT FUND,STORMWATER,STORMWATER,,REVENUE,INTERGOV'T - LOCAL,8000.0,8000.0,7500.0
2019,TRANSIT FUND,TRANSIT,TRANSIT,,REVENUE,INTERGOV'T - STATE,2939769.0,3087906.0,1290258.5
2019,TRANSIT FUND,TRANSIT,TRANSIT,,REVENUE,LICENSES & PERMITS,454350.0,454350.0,127198.99
2019,ON-STREET PARKING FUND,PARKING,PARKING,ON-STREET PARKING EXPENSES,REVENUE,CHARGES FOR SERVICES,25000.0,25000.0,9139.6
2019,ON-STREET PARKING FUND,PARKING,PARKING,ON-STREET PARKING EXPENSES,EXPENSE,INDIRECT COSTS,38863.0,38863.0,0.0
2019,ON-STREET PARKING FUND,PARKING,PARKING,PARKING - ON STREET,REVENUE,LICENSES & PERMITS,265000.0,265000.0,110869.0
2019,ON-STREET PARKING FUND,PARKING,PARKING,PARKING - ON STREET,REVENUE,INTEREST ON INVEST,250.0,250.0,266.22
2019,OFF-STREET PARKING FUND,PARKING,PARKING,PARKING - OFF STREET,REVENUE,OTHER REVENUES,3000.0,3000.0,1731.75
2019,TRANSIT FUND,TRANSIT,TRANSIT,TRANSIT NON-DEPARTMENTAL,EXPENSE,NON-DEPARTMENTAL,32438.0,32438.0,44185.87
2019,TRANSIT FUND,TRANSIT,TRANSIT,TRANSIT BUILDING MAINTENANCE,EXPENSE,PERSONNEL,6500.0,6500.0,2141.1
2019,TRANSIT FUND,TRANSIT,TRANSIT,TRANSIT NON-DEPARTMENTAL,EXPENSE,PERSONNEL,221800.0,221800.0,0.0
2019,TRANSIT FUND,TRANSIT,TRANSIT,TRANSIT ADVERTISING,EXPENSE,PERSONNEL,78194.0,0.0,24.75
2019,TRANSIT FUND,TRANSIT,TRANSIT,,EXPENSE,PERSONNEL,0.0,77893.0,16073.49
2019,GENERAL FUND,ENVIRONMENT & DEVELOPMENT,PUBLIC WORKS,PW CONSTRUCTION,EXPENSE,OPERATIONS,223229.0,225269.0,19170.4
2019,GENERAL FUND,ENVIRONMENT & DEVELOPMENT,PUBLIC WORKS,PW SOLID WASTE,EXPENSE,OPERATIONS,1454764.0,1485712.0,483388.8
2019,GENERAL FUND,ENVIRONMENT & DEVELOPMENT,PUBLIC WORKS,PW CONSTRUCTION,EXPENSE,PERSONNEL,466159.0,466159.0,192035.6
2019,GENERAL FUND,ENVIRONMENT & DEVELOPMENT,PUBLIC WORKS,PW ENGINEERING,EXPENSE,PERSONNEL,773636.0,766136.0,326809.44
2019,GENERAL FUND,ENVIRONMENT & DEVELOPMENT,PUBLIC WORKS,PW STREETS,EXPENSE,OPERATIONS,1153621.0,1331038.0,212844.73
2019,GENERAL FUND,ENVIRONMENT & DEVELOPMENT,PUBLIC WORKS,PW TRAFFIC,EXPENSE,PERSONNEL,1013884.0,1013884.0,444337.48
2019,GENERAL FUND,LEISURE,PARKS & RECREATION,P&R AQUATICS CENTER,EXPENSE,OPERATIONS,271861.0,278732.0,83698.02
2019,GENERAL FUND,PUBLIC SAFETY,FIRE,FIRE EMERGENCY OPERATIONS,EXPENSE,OPERATIONS,845982.0,874458.0,261827.44
2019,GENERAL FUND,ENVIRONMENT & DEVELOPMENT,POLICE,INSPECTIONS,EXPENSE,PERSONNEL,1647831.0,1634331.0,608230.7
2019,GENERAL FUND,GENERAL GOVERNMENT,NON-DEPARTMENTAL,,EXPENSE,OPERATIONS,302000.0,325141.0,39360.74
2019,LIBRARY GIFT FUND,LEISURE,LIBRARY,LIBRARY,EXPENSE,OTHER USES OF FUNDS,45000.0,46000.0,0.0
2019,PUBLIC HOUSING OPERATIONS FUND,PUBLIC HOUSING,PUBLIC HOUSING,,REVENUE,CHARGES FOR SERVICES,903642.0,903642.0,302385.88
2019,PUBLIC HOUSING OPERATIONS FUND,PUBLIC HOUSING,PUBLIC HOUSING,,REVENUE,OTHER SOURCES FUNDS,226492.0,231022.0,0.0
2018,GENERAL FUND,GENERAL GOVERNMENT,HUMAN RESOURCE DEVELOPMENT,,EXPENSE,PERSONNEL,975868.0,976718.0,822434.07
2018,GENERAL FUND,GENERAL GOVERNMENT,COMM & PUBLIC AFFAIRS,,EXPENSE,OPERATIONS,195937.0,237110.0,199691.04
2018,GENERAL FUND,GENERAL GOVERNMENT,COMM & PUBLIC AFFAIRS,,EXPENSE,PERSONNEL,658982.0,646010.0,614600.38
2018,GENERAL FUND,GENERAL GOVERNMENT,BUSINESS MANAGEMENT,,EXPENSE,OPERATIONS,568364.0,578453.0,528918.32
2018,GENERAL FUND,GENERAL GOVERNMENT,MANAGER,,EXPENSE,PERSONNEL,1498195.0,1508263.0,1478154.57
2018,GENERAL FUND,GENERAL GOVERNMENT,MAYOR,,EXPENSE,PERSONNEL,84989.0,82869.0,80109.46
2018,GENERAL FUND,,,,REVENUE,INTERGOV'T - LOCAL,651899.0,682399.0,684899.0
2018,GENERAL FUND,,,,REVENUE,PROPERTY TAXES,29635000.0,29635000.0,30273964.28
2018,GENERAL FUND,ENVIRONMENT & DEVELOPMENT,PLANNING & SUSTAINABILITY,PLANNING & SUSTAINABILITY,EXPENSE,OPERATIONS,336258.0,848321.0,627258.18
2018,GENERAL FUND,ENVIRONMENT & DEVELOPMENT,PLANNING & SUSTAINABILITY,PLANNING & SUSTAINABILITY,EXPENSE,PERSONNEL,1849497.0,1866582.0,1714813.88
2018,GENERAL FUND,ENVIRONMENT & DEVELOPMENT,PUBLIC WORKS,PW CONSTRUCTION,EXPENSE,OPERATIONS,230674.0,229949.0,216173.46
2018,GENERAL FUND,ENVIRONMENT & DEVELOPMENT,PUBLIC WORKS,PW ENGINEERING,EXPENSE,PERSONNEL,1010253.0,857052.0,736379.26
2018,GENERAL FUND,ENVIRONMENT & DEVELOPMENT,PUBLIC WORKS,PW TRAFFIC,EXPENSE,OPERATIONS,1031179.0,1183734.0,1107430.93
2018,GENERAL FUND,LEISURE,PARKS & RECREATION,P&R AQUATICS CENTER,EXPENSE,PERSONNEL,899381.0,901481.0,797482.65
